|Year|Games|Num_Awards|Num_Nominated|Awarded|nominated|Won_Game_of_the_Year|Developer(s)|Publisher(s)|Engine|Platform(s)|Release|Genre(s)|Mode(s)|Series
4752|2008|Space Chimps (video game)|0|0|0|0|0|Redtribe (PlayStation 2, Wii and Xbox 360)Wicked Witch Software (Microsoft Windows port)[1]WayForward Technologies (Nintendo DS)|Brash Entertainment||Nintendo DSPlayStation 2WiiMicrosoft WindowsXbox 360|39|Platform|Single-playerMulti-player|
4753|2008|Space Invaders Extreme|0|0|0|0|0|TaitoGULTI co., ltd. (PSP)[1]Backbone Entertainment (XBLA)|JP: TaitoNA / EU: Square Enix||Nintendo DS, PlayStation Portable, Xbox Live Arcade, Microsoft Windows|9|Shooter, Action[5]|Single-player, multiplayer|Space Invaders
4754|2008|Space Invaders Get Even|0|0|0|0|0|TaitoCattle Call|TaitoSquare Enix (outside Japan)||WiiWare|44|Real-time strategyShoot 'em up|Single-player|
4755|2008|Space Shuttle Mission 2007|0|0|0|0|0||Simsquared Ltd.||Microsoft Windows|1|Simulation|Single-player|
4756|2008|Space Siege|0|0|0|0|0||Sega||Microsoft Windows|44|Action role-playing|Single-player, multiplayer|
4757|2008|Spectrobes: Beyond the Portals|0|0|0|0|0|Jupiter|Disney Interactive Studios (currently Walt Disney Parks, Experiences and Consumer Products)||Nintendo DS|9|Action role-playing|Single Player, Multiplayer, Nintendo Wi-Fi (DGamer)|Spectrobes 
4758|2008|Spectromancer|0|0|0|0|0|Three Donkeys LLCApus SoftwareJagdish Chanda (Flash)|Apus Software ||Microsoft WindowsiOS|61|Turn-based strategy|Single-playerHotseatOnline multiplayer|Spectromancer series 
4759|2008|Speed Racer: The Videogame|0|0|0|0|0|Sidhe InteractiveVirtuos (Nintendo DS)Glu Mobile (Mobile)[1]|Warner Bros. Games[2]Glu Mobile (Mobile)[1]||Mobile phone, Wii, Nintendo DS, PlayStation 2|24|Racing|Single-player, multiplayer|
4760|2008|Spelunky|0|0|0|0|0|Mossmouth, LLC|Mossmouth, LLCMicrosoft Studios (X360)|GameMaker Studio|Microsoft Windows, Xbox 360, PlayStation 3, PlayStation 4, PlayStation Vita, Chrome OS|39|Platformer, roguelike|Single-player, multiplayer (remake)|
4761|2008|Spice and Wolf|0|0|0|0|0|Spicy Tails|||||Visual novel, Virtual reality||
4762|2008|Spider-Man: Web of Shadows|0|0|0|0|0|Shaba Games and TreyarchAspyr (PC)[1]Griptonite Games (DS)Amaze Entertainment (PS2, PSP)|Activision||"
Microsoft Windows
Nintendo DS
PlayStation 2
PlayStation 3
PlayStation Portable
Wii
Xbox 360
"|61|Action-adventure, Metroidvania (DS)[2]|Single-player|
4763|2008|The Spiderwick Chronicles (video game)|0|0|0|0|0|Stormfront Studios|Vivendi Games[a]||Nintendo DS, Windows, Wii, Xbox 360, PlayStation 2|9|Action-adventure|Single-player, co-op, multiplayer|
4764|2008|Spinout (video game)|0|0|0|0|0|Icon Games|Ghostlight||PSP, PS2|18|Racing|Single-player, multiplayer|
4765|2008|The Spirit Engine 2|0|0|0|0|0|||Multimedia Fusion|Microsoft Windows|39|Role-playing video game|Single-player|
4766|2008|SPOGS Racing|0|0|0|0|0|Pronto Games|D2CspoG||Wii (WiiWare)|39|Racing|Single-player, Multiplayer|
4767|2008|SpongeBob SquarePants featuring Nicktoons: Globs of Doom|0|0|0|0|0|Incinerator Studios (Wii, PlayStation 2)Natsume (Nintendo DS)|Play THQ||Nintendo DS, PlayStation 2, Wii|61|Action-adventure|Single-player, multiplayer|Nicktoons Unite!Nicktoons: Battle for Volcano Island
4768|2008|Spore (2008 video game)|0|0|0|0|0|Maxis|Electronic Arts||Microsoft Windows[1]Mac OS X[1]|30|God game, life simulation, real-time strategy|Single-player|
4769|2008|Spore Creature Creator|0|0|0|0|0|Maxis|Electronic Arts||Microsoft Windows, Mac OS X|34|Character editor|Single-player|
4770|2008|Spore Creatures|0|0|0|0|0|Griptonite GamesEA Mobile (WinM)Electronic Arts Nederland BV (BB)Electronic Arts (iPhone)|Electronic ArtsEA Mobile (WinM)Electronic Arts Nederland BV (BB)||Nintendo DS, Windows Mobile, BlackBerry, iPhone|1|Life simulation/RPG|Single player, multiplayer|
4771|2008|Spore Origins|0|0|0|0|0|Babaroga, Tricky Software|Electronic Arts||iPhone, iPod (5th generation iPod classic, 3rd and 4th generation iPod nano, 1st and 2nd generation iPod Touch),[1] N-Gage,[2] Windows Mobile, Vu|30|Action|Single player, multiplayer|
4772|2008|Spray (video game)|0|0|0|0|0|Eko System|Tecmo||Wii|78|Action-adventure||
4773|2008|Star Soldier R|0|0|0|0|0|Hudson Soft|Hudson Soft||WiiWare|18|Scrolling shooter|Single-player|
4774|2008|Star Wars: The Clone Wars – Jedi Alliance|0|0|0|0|0|LucasArts Singapore|LucasArts||Nintendo DS|69|Adventure[1]||
4775|2008|Star Wars: The Clone Wars – Lightsaber Duels|0|0|0|0|0|Krome Studios|LucasArts||Wii|69|Adventure[2]||
4776|2008|Star Wars: The Force Unleashed|0|1|0|Best Game Based on a Movie or TV Show|0|LucasArts (PS3, X360)Aspyr (PC, Mac OS X)Krome Studios (PS2, PSP, Wii)n-Space (NDS)Universomo (J2ME, N-Gage, iOS)|LucasArtsTHQ Wireless (iOS, J2ME, N-Gage)||iOSJ2MEN-GageNintendo DSPlayStation 2PlayStation 3PlayStation PortableWiiXbox 360Microsoft WindowsMac OS X|9|Action-adventure, hack and slash|Single-player, multiplayer[a]|Star Wars: The Force Unleashed
4777|2008|Starry Sky|0|0|0|0|0|Windows, Nintendo 3DSHoneybee (game company)PlayStation PortableHuneX|||||Role-playing video game, life simulation game, visual novel, otome game||
4778|2008|Steal Princess|0|0|0|0|0|Climax Entertainment|JP: Marvelous EntertainmentNA: AtlusEU: Rising Star Games||Nintendo DS|18|Puzzle, platform|Single-player|
4779|2008|Steambot Chronicles: Battle Tournament|0|0|0|0|0|Irem Software Engineering|JP: IremNA: Atlus||PlayStation Portable|34|Action-adventure, sandbox|Single-player, multiplayer, Ad Hoc (1-4 Players), GameSharing|Steambot Chronicles
4780|2008|Sting: The Secret Operations|0|0|0|0|0|||Source Engine|Microsoft Windows|1|First-Person Shooter|Multiplayer, Online Game|
4781|2008|StoneLoops! of Jurassica|0|0|0|0|0||Game Club Cafe||Microsoft Windows, Mac OSiPhone|2008|Bubble shooter|Single-player|
4782|2008|Strategic Command WWII Pacific Theater|0|0|0|0|0||Battlefront.com||Microsoft Windows|2008|Turn-based strategy|Single-player, multiplayer  (by hotseat, PBEM or network)|
4783|2008|Street Fighter IV|1|1|Best Fighting Game|Best Fighting Game|0|DimpsCapcom|Capcom||Arcade, PlayStation 3, Xbox 360, Microsoft Windows, iOS, Android, PlayStation 4, Xbox One|9|Fighting|Single-player, competitive multiplayer|Street Fighter
4784|2008|Street Fighter Online: Mouse Generation|0|0|0|0|0||||||||
4785|2008|Strike Fighters 2|0|0|0|0|0||Third Wire Productions|Strike Fighters|Windows XP/Vista/7|78|Flight simulation|Single player|
4786|2008|Strong Bad's Cool Game for Attractive People|0|0|0|0|0|Telltale Games|Telltale Games|Telltale Tool[1]|Microsoft WindowsWiiPlayStation 3OS X|1|Graphic adventure|Single-player|Homestar Runner
4787|2008|Style Savvy|0|0|0|0|0|Syn Sophia|Nintendo||Nintendo DS|61|Simulation||
4788|2008|Subterranean Animism|0|0|0|0|0|Team Shanghai Alice|Team Shanghai Alice||Microsoft Windows|44|Scrolling shooter|Single-player|Touhou Project
4789|2008|Sudden Strike 3: Arms for Victory|0|0|0|0|0|Fireglow Games|Cdv Software Entertainment||Windows|34|PC real-time tactics (RTT)|Single player and Multiplayer|Sudden Strike
4790|2008|Sudoku Challenge!|0|0|0|0|0|Digital Leisure|Digital Leisure||Wii (WiiWare), Nintendo DSi (DSiWare)|30|Puzzle|Single-player|
4791|2008|Suikoden Tierkreis|0|0|0|0|0|Konami|Konami||Nintendo DS|18|Role-playing video game|Single-player|Suikoden
4792|2008|Summer Athletics|0|0|0|0|0|49Games|dtp entertainment||Wii, Xbox 360, PlayStation 2, Microsoft Windows|39|Sports|Single-player, Multiplayer|
4793|2008|Summer Session|0|0|0|0|0|Hanako Games, Tycoon Games||Ren'Py|Microsoft Windows, Mac OS X, Linux|39|Dating simulation|Single-player|
4794|2008|Summer Sports: Paradise Island|0|0|0|0|0|Destineer|Destineer||Wii|24|Sports|Single player, multiplayer|
4795|2008|Super Dodgeball Brawlers|0|0|0|0|0||JP: Arc System WorksNA: Aksys Games||Nintendo DS|18|Sports game|Single-player, multiplayer (up to 8 players)|
4796|2008|Super Robot Taisen OG Saga: Endless Frontier|0|0|0|0|0|BanprestoMonolith SoftBandai Namco Games|JP: Bandai Namco GamesNA: Atlus|||24|Role-playing video game|Single-player|
4797|2008|Super Smash Bros. Brawl|0|2|0|['Best Wii Game', 'Best Fighting Game']|0|"
Game Arts
HAL Laboratory
Sora Ltd.
"|Nintendo||Wii|1|Fighting|Single-player, multiplayer|Super Smash Bros.
4798|2008|Super Street Fighter II Turbo HD Remix|0|0|0|0|0|Backbone Entertainment|Capcom||PlayStation 3, Xbox 360|9|Fighting|Single-player, multiplayer|Street Fighter
4799|2008|Supersonic Acrobatic Rocket-Powered Battle-Cars|0|0|0|0|0|Psyonix|Psyonix|Unreal Engine 3|PlayStation 3|9|Sports|Single-player, multiplayer|
4800|2008|Supreme Ruler 2020|0|0|0|0|0|BattleGoat Studios|Paradox Interactive||Microsoft Windows|34|Strategy|Single-player, multiplayer|
4801|2008|SWAT Elite Troops|0|0|0|0|0|Rovio Mobile|Vivendi Games Mobile||Mobile|18|Shoot 'em ups|Single-player|Police Quest
4802|2008|Tag: The Power of Paint|0|0|0|0|0||DigiPen||Windows|2009|Puzzle, first-person action|Single player|
4803|2008|Taikodom|0|0|0|0|0||Hoplon Infotainment||Microsoft Windows|61|MMOSG|Multiplayer|
4804|2008|Tak and the Guardians of Gross|0|0|0|0|0|Blitz Games|THQ|BlitzTech|PlayStation 2, Wii|61|Third-person action adventure|Single player, Two player|Tak
4805|2008|Tales of Hearts|0|0|0|0|0|Namco Tales Studio (DS)7th Chord, Bandai Namco Studios (PSV)|Bandai Namco Games||Nintendo DS, PlayStation Vita, iOS|18|Role-playing video game|Single-player|Tales
4806|2008|Tales of Symphonia: Dawn of the New World|0|0|0|0|0|Namco Tales Studio|Namco Bandai||WiiPlayStation 3|9|Role-playing video game|Single-player, multiplayer[3]|Tales
4807|2008|Tales of Vesperia|0|0|0|0|0|Namco Tales Studio|WW: Namco Bandai GamesPAL: Atari||"
Xbox 360
PlayStation 3
Microsoft Windows
Nintendo Switch
PlayStation 4
Xbox One
"|1|Role-playing|"
Single-player
Multiplayer
"|Tales
4808|2008|Tank Universal|0|0|0|0|0|||Blitz3D|Windows Vista, Windows XP, Windows 2000|44|Action|Single-player|
4809|2008|Tap Tap Revenge|0|0|0|0|0|Tapulous|Tapulous||iOS, Android|39|Music|Single-player, multiplayer|Tap Tap
4810|2008|Tasha's Game|0|0|0|0|0|Double Fine Productions|Double Fine Productions||Browser|51|Puzzle-platform|Single-player|
4811|2008|Tatsunoko vs. Capcom: Ultimate All-Stars|0|0|0|0|0|Eighting|Capcom||Arcade, Wii|1|Fighting|Single-player, multiplayer|Vs.
4812|2008|Tayutama: Kiss on my Deity|0|0|0|0|0|Lump of Sugar|||||Eroge, Visual novel||
4813|2008|Tears to Tiara|0|0|0|0|0|Aquaplus|||||Tactical role-playing gameVisual novel||
4814|2008|Tecmo Bowl: Kickoff|0|0|0|0|0|Polygon Magic[1]|Tecmo||Nintendo DS|69|Sports,[3] Football|Single-player, multiplayer|Tecmo Bowl
4815|2008|Teenage Zombies: Invasion of the Alien Brain Thingys!|0|0|0|0|0|InLight Entertainment|Ignition Entertainment||Nintendo DS|18|Platformer|Single Player|
4816|2008|Temporal (video game)|0|0|0|0|0||||Windows|61|platform, puzzle||
4817|2008|Tenchu: Shadow Assassins|0|0|0|0|0|Acquire|JP: FromSoftwareWW: Ubisoft|Gamebryo|Wii, PlayStation Portable|9|Action-adventure, stealth|Single-player|Tenchu
4818|2008|Tenshi no Solitaire|0|0|0|0|0||G-Mode||Wii (WiiWare)|18|Traditional|Single-player|
4819|2008|Terrorist Takedown 2|0|0|0|0|0|City Interactive|City Interactive|LithTech|Microsoft Windows|30|First-person shooter|Single-player and Multiplayer|Terrorist Takedown
4820|2008|Tetris Friends|0|0|0|0|0||||Windows, Mac OS X, Linux||Puzzle|Single player, Multiplayer|
4821|2008|Tetris Party|0|0|0|0|0|Hudson SoftBlue Planet Software|JP: Hudson SoftNA/EU: Tetris Online, Inc.AU: Nintendo[1]||Nintendo DS, Wii|30|Puzzle||Tetris
4822|2008|Theresia (video game)|0|0|0|0|0||JP: Arc System WorksNA: Aksys Games||Nintendo DS|51|Visual novel, Adventure|Single-player|
4823|2008|Thunder Force VI|0|0|0|0|0|Sega|Sega||PlayStation 2|61|Scrolling shooter|Single-player|
4824|2008|Tigerz|0|0|0|0|0|Magic Pockets|Ubisoft||Nintendo DS|9|Life simulation game||Petz
4825|2008|Tiki Towers|0|0|0|0|0|Mock Science[1]|RealNetworks GameHouse||Wii (WiiWare), iOS, Windows Phone 7|78|Puzzle|Single-player, multi-player|
4826|2008|Time Hollow|0|0|0|0|0|Tenky|Konami||Nintendo DS|9|Adventure, Visual novel|Single-player|
4827|2008|TiQal|0|0|0|0|0|Slapdash Games|Microsoft Game Studios||Xbox Live Arcade, Microsoft Windows|18|Puzzle game|Single-player, multiplayer|
4828|2008|TNA Impact! (video game)|0|0|0|0|0|Midway Studios Los AngelesPoint of View, Inc. (DS/PSP)|Midway GamesSouthPeak Games (DS/PSP)|Unreal Engine 3Havok|PlayStation 2, PlayStation 3, Xbox 360, Wii,[1] Nintendo DS, PlayStation Portable|34|Sports[3]|Single-player, multiplayer|
4829|2008|TNA Wrestling (video game)|0|0|0|0|0|Longtail Studios|Advanced Mobile Applications|||18|Turn-based strategy, role-playing|Single-player|
4830|2008|To Heart 2|0|0|0|0|0|Sammy|||||Pachinko slot, simulation||
4831|2008|To Love Ru|0|0|0|0|0||||||Harem, romantic comedy, science fiction[1]||
4832|2008|Togainu no Chi|0|0|0|0|0|Nitro+chiral (PC)HuneX (PS2, PSP)|||||BL game, visual novel||
4833|2008|Tokyo Beat Down|0|0|0|0|0|Tamsoft, Success|JP: SuccessNA: Atlus||Nintendo DS|18|Beat 'em up|Single player|
4834|2008|Tokyo City Nights|0|0|0|0|0|Gameloft Japan|Gameloft||Wii (WiiWare), J2ME|69|Simulation|Single-player|Nights Series
4835|2008|Tomb Raider: Underworld|0|0|0|0|0|Crystal Dynamics[a]|Eidos Interactive[b]||OS XMicrosoft WindowsN-Gage 2.0[1]Nintendo DSPlayStation 3PlayStation 2WiiXbox 360|1|Action-adventure|Single-player|Tomb Raider
4836|2008|Tony Hawk's Motion|0|0|0|0|0|Creat Studios|Activision||Nintendo DS|69|Extreme sports|Single-player|Tony Hawk's
4837|2008|Too Human|0|0|0|0|0|Silicon Knights|Microsoft Game Studios|Unreal Engine 3[1]|Xbox 360|44|Action role-playing|Single-player, multiplayer|
4838|2008|Top Spin 3|0|0|0|0|0|PAM Development|2K Sports, D3Publisher (JP)||PlayStation 3WiiXbox 360Nintendo DS|34|Sports|Single-player, multiplayer|
4839|2008|Top Trumps: Doctor Who|0|0|0|0|0|Ironstone Partners|Eidos Interactive||Nintendo DS, PlayStation 2, Windows, Wii|30|Card game|Single-player, multiplayer|Doctor Who
4840|2008|Topple|0|0|0|0|0|Chris DeLeon|ngmoco||iOS|61|action game||
4841|2008|Tornado (2008 video game)|0|0|0|0|0|SKONEC Entertainment|Ignition Entertainment||Nintendo DS|9|Action|Single-player|
4842|2008|Toy Shop|0|0|0|0|0|Seed Studios|"Majesco Entertainment
Codemasters"||Nintendo DS|24|Simulation, role-playing video game|Single-player|
4843|2008|Transformers Animated: The Game|0|0|0|0|0|Artificial Mind and Movement|Activision||Nintendo DS|61|Action|Single-player|
4844|2008|Transformers G1: Awakening|0|0|0|0|0|Glu Mobile|Glu Mobile||Mobile, iOS, Android, WebOS, BlackBerry OS|9|Turn-based tactics|Single-player|
4845|2008|Trauma Center: Under the Knife 2|0|0|0|0|0|Vanguard|Atlus||Nintendo DS|39|Simulation, visual novel|Single-player|Trauma Center
4846|2008|Trials 2: Second Edition|0|0|0|0|0|RedLynx|RedLynx|RedLynx Theathre[1]|Microsoft Windows|18|Motorcycle racing game, Arcade racing game|Single-player, Multiplayer|Trials
4847|2008|The Truth About 9th Company|0|0|0|0|0||1C (in Russia)||Windows|9|First-person shooter, documentary|Single player|
4848|2008|Turning Point: Fall of Liberty|0|0|0|0|0|Spark Unlimited|Codemasters|Unreal Engine 3|Microsoft Windows, PlayStation 3, Xbox 360|9|First-person shooter|Single-player, Multiplayer|
4849|2008|Turok (video game)|0|0|0|0|0|Propaganda Games|Disney Interactive Studios[a]|Unreal Engine 3|Xbox 360, PlayStation 3, Microsoft Windows, Mobile|9|First-person shooter[1]|Single-player, multiplayer|Turok
4850|2008|Tuttuki Bako|0|0|0|0|0|Bandai|Bandai|||61|Mini-game / Party|Single-player|
4851|2008|TV Show King|0|0|0|0|0|Gameloft Montreal|||Wii (WiiWare), iOS, PlayStation 3 (PlayStation Network)|30|Quiz|Single player, multiplayer|
4852|2008|TV Show King Party|0|0|0|0|0|Gameloft Montreal|Ubisoft||Wii|1|Quiz|Single player, multiplayer|
4853|2008|Twelve Sky 2|0|0|0|0|0|SGData|KOR: Agame/SGDataNA: RedFox Games||Windows||Fantasy MMORPG|Multiplayer|
4854|2008|Twilight Syndrome|0|0|0|0|0|Human EntertainmentSpike|Human EntertainmentSpike||PlayStation, Nintendo DS||Adventure, Visual novel||
4855|2008|Twinity|0|0|0|0|0|Metaversum GmbH (former)  ExitReality||BigWorld Technology|Microsoft Windows|51|Massively multiplayer online social game|Multiplayer|
4856|2008|Twinkle Crusaders|0|0|0|0|0|Lillian|||||Eroge, Visual novel||
4857|2008|UEFA Euro 2008 (video game)|0|0|0|0|0|EA Canada (PS3, Xbox 360)HB Studios (PS2, PSP, PC)|EA Sports||Microsoft WindowsPlayStation 2PlayStation 3PlayStation PortableXbox 360|24|Sports|Single-player, Multiplayer|UEFA Euro
4858|2008|Ultimate Band|0|0|0|0|0|Fall Line Studios|Disney Interactive Studios||Nintendo DS, Wii|24|Music video game|Single-player, multiplayer|
4859|2008|Ultimate I Spy|0|0|0|0|0||||Wii ||Puzzle video game ||
4860|2008|Ultimate Shooting Collection|0|0|0|0|0|Milestone Inc.|JP: Milestone Inc.KOR: CyberFront KoreaNA: UFO Interactive Games||WiiXbox 360|9|Shoot 'em up|single player|
4861|2008|Unknown Horizons|0|0|0|0|0|The Unknown Horizons Team||Godot, Flexible Isometric Free Engine (up to v2019.1)|Windows, Mac OS X, Linux, FreeBSD|1|City-building, real-time strategy|Single-player, multiplayer|
4862|2008|Unreal Tournament 3|0|0|0|0|0|Epic Games|Midway Games|Unreal Engine 3 with PhysX|Microsoft WindowsPlayStation 3Xbox 360|9|First-person shooter|Single-player, multiplayer|Unreal
4863|2008|Unsolved Crimes|0|0|0|0|0||Empire Interactive||Nintendo DS|51|Adventure||
4864|2008|V.I.P. Casino: Blackjack|0|0|0|0|0|High Voltage Software|Nintendo||Wii (WiiWare)|30||Single-player, Multiplayer|
4865|2008|Valhalla Knights 2|0|0|0|0|0|K2|JP: Marvelous EntertainmentNA: Xseed GamesEU: Rising Star Games||PlayStation Portable|30|Role-playing video game|Single-player, multiplayer|Valhalla Knights
4866|2008|Valkyria Chronicles (video game)|0|0|0|0|0|"
Sega
Media.Vision (Remastered)[a]
"|Sega||PlayStation 3, PlayStation 4, Microsoft Windows, Nintendo Switch|9|Tactical role-playing, third-person shooter|Single-player|Valkyria Chronicles
4867|2008|Valkyrie Profile: Covenant of the Plume|0|0|0|0|0|tri-Ace|Square Enix||Nintendo DS|18|Tactical role-playing|Single-player|Valkyrie Profile
4868|2008|A Vampyre Story|0|0|0|0|0|Autumn Moon Entertainment|Crimson Cow The Adventure Company|Panda3D|Microsoft Windows, Mac OS X[1]|69|Adventure|Single-player|
4869|2008|Vigilante 8 Arcade|0|0|0|0|0|Isopod Labs|Activision||Xbox 360|69|Vehicular combat|Single-player, multiplayer|
4870|2008|Viking: Battle for Asgard|0|0|0|0|0|Creative Assembly|Sega||PlayStation 3, Xbox 360, Microsoft Windows|18|Action-adventure, hack and slash|Single-player|
4871|2008|Violet (video game)|0|0|0|0|0|Jeremy Freese|Jeremy Freese|Z-machine||2008|Interactive Fiction, Adventure|Single player|
4872|2008|Viva Cruiser|0|0|0|0|0|||||2008|Casual game|Single-player|
4873|2008|Viva Piñata: Pocket Paradise|0|0|0|0|0|Rare|THQ[1]||Nintendo DS|51|Life simulation|Single-player|Viva Piñata
4874|2008|Viva Piñata: Trouble in Paradise|0|0|0|0|0|Rare|Microsoft Studios||Xbox 360|51|Life simulation|Single-player, multiplayer|Viva Piñata
4875|2008|The Void (video game)|0|0|0|0|0|Ice-Pick Lodge|CIS: ND GamesEU: Mamba GamesPOL: TechlandGER: Atari|Ice-Peak Engine|Microsoft Windows|CIS: 2008-04-17EU: 2009-10-23NA: 2009-12-15|Adventure|Single-player|
4876|2008|Wacky Races: Crash and Dash|0|0|0|0|0|Eidos Studios, Sweden AB[1]|Eidos Interactive||Nintendo DS, Wii|34|Racing|Single player, 2-4 multiplayer|Wacky Races 
4877|2008|WALL-E (video game)|0|0|0|0|0|Heavy Iron Studios (PS3, Xbox 360, Wii) Asobo Studio (PC, Mac, PS2, PSP) Helixe (DS) Savage Entertainment (PSP)  Universomo (J2ME)|THQ||Microsoft Windows, Nintendo DS, PlayStation 2, PlayStation 3, PlayStation Portable, Wii, Xbox 360, Mac OS X, J2ME, V.Smile, Leapster|18|Platform|Single-player, multiplayer|
4878|2008|Wanted: Weapons of Fate|0|0|0|0|0|GrinI-play (Mobile)|Warner Bros. Interactive EntertainmentI-play (Mobile)|Diesel Engine|Mobile phoneMicrosoft WindowsPlayStation 3Xbox 360|18|Third-person shooter|Single-player|
4879|2008|Warfare 1917|0|0|0|0|0|ConArtist|Armor Games||Flash|51|Strategy|Single-player|
4880|2008|Warhammer 40,000: Dawn of War – Soulstorm|0|0|0|0|0|Iron Lore EntertainmentRelic Entertainment (patches)|THQ (former) Sega (current)||Microsoft Windows|18|Real-time strategy|Single-player, multiplayer|Warhammer 40,000
4881|2008|Warhammer Online: Age of Reckoning|0|2|0|['Best RPG', 'Best PC Game']|0|Mythic Entertainment|Electronic Arts|Gamebryo|Microsoft Windows, Mac OS X|39|MMORPG|Multiplayer|Warhammer Fantasy
4882|2008|Wario Land: Shake It!|0|0|0|0|0|Good-Feel|Nintendo||Wii|39|Platforming|Single-player|Wario
4883|2008|WarioWare: Snapped!|0|0|0|0|0|Nintendo SPDIntelligent Systems|Nintendo||Nintendo DSiWare|18|Action, rhythm|Single-player, multiplayer|Wario
4884|2008|Warriors Orochi 2|0|0|0|0|0|Omega Force|Koei||PlayStation 2Xbox 360PlayStation Portable|24|Hack and slash||Dynasty Warriors, Samurai Warriors, Warriors Orochi
4885|2008|Warspear Online|0|0|0|0|0|AIGRIND LLC|AIGRIND LLC|Mobile Dragon|iOS, Android, Mac OS X, Windows, Windows Phone, Linux|34|MMORPG|Multiplayer|
4886|2008|Way of the Samurai|0|0|0|0|0|AcquireSpike|JP: SpikeNA: BAM! EntertainmentPAL: Eidos Interactive||PlayStation 2, PlayStation Portable|9|Action-adventure, action role-playing|Single-player, multiplayer|
4887|2008|Way of the Samurai 3|0|0|0|0|0|Acquire|JP: SpikeNA: Agetec (PS3)NA: UFO Interactive Games (X360)EU: Rising Star GamesWW: Ghostlight (PC)|Gamebryo|PlayStation 3, Xbox 360, Microsoft Windows|9|Action-adventure, action role-playing|Single player|
4888|2008|We Cheer|0|0|0|0|0|Machatin, Land Ho!|Namco Bandai Games||Wii|9|Dance game|Single-player, Multiplayer|
4889|2008|We Ski|0|0|0|0|0|Bandai Namco Studios|Namco Bandai Games[a]||Wii|1|Sports||We Ski[1]
4890|2008|We Ski & Snowboard|0|0|0|0|0|Bandai Namco Studios|Namco Bandai Games[a]||Wii|9|Sports||We Ski[1]
4891|2008|We Without Wings|0|0|0|0|0|Navel|||||Visual novel, eroge||
4892|2008|Weapon of Choice (video game)|0|0|0|0|0|Mommy's Best Games|Mommy's Best Games||Xbox 360|69|Run and gun||
4893|2008|What Did I Do To Deserve This, My Lord? 2|0|0|0|0|0|Acquire|JP: Sony Computer EntertainmentNA: Nippon Ichi Software||PlayStation Portable|30|Real-time strategy, God game|Single-player|
4894|2008|What's Cooking? with Jamie Oliver|0|0|0|0|0|keen games GmbH & Co. KG|Atari||Nintendo DS|61|Cooking, Educational||
4895|2008|White Gold: War in Paradise|0|0|0|0|0|Deep Shadows|CIS: Russobit-M|Vital Engine 3|Microsoft Windows|61|First-person shooter, Role playing game|Single player|
4896|2008|White Knight Chronicles|0|0|0|0|0|Level-5SCE Japan Studio|Sony Computer Entertainment||PlayStation 3|9|Role-playing|Single-player, multiplayer|
4897|2008|Wii Chess|0|0|0|0|0|Nintendo SPD[1]|Nintendo||Wii|1|Traditional video game |Single-player, Multiplayer, Online|Wii
4898|2008|Wii Music|0|1|0|Best Music Game|0|Nintendo EAD Group No. 2|Nintendo||Wii|61|Music|Single-player, multiplayer|Wii
4899|2008|Wild West Guns|0|0|0|0|0|Gameloft Bucharest|Gameloft||Wii (WiiWare)iOS|9|Shooting game|Single-player, multiplayer|
4900|2008|Wings Over Israel|0|0|0|0|0||Third Wire Productions|Strike Fighters|Windows|9|Flight simulation|Single player, Multiplayer|
4901|2008|Winnie the Pooh's Home Run Derby|0|0|0|0|0||The Walt Disney Company||Browser|2008|Sports game|Single-player|Winnie the Pooh
4902|2008|Winning Post 7 Maximum 2008|0|0|0|0|0|Koei|Koei||PlayStation 3, PlayStation 2, Wii,[1] Microsoft Windows|18|Horse Racing|Single-player|Winning Post
4903|2008|Winter Sports 2: The Next Challenge|0|0|0|0|0||NA: Conspiracy EntertainmentEU: RTL Games||Xbox 360, PlayStation 2, Wii, Nintendo DS|69|Sports|Single-player, multiplayer|
4904|2008|Wipeout HD|0|0|0|0|0|SCE Studio Liverpool|Sony Computer Entertainment||PlayStation 3|51|Racing|Single-player, multiplayer|Wipeout
4905|2008|Wits and Wagers (video game)|0|0|0|0|0|Hidden Path Entertainment|Microsoft Game Studios||Xbox 360 (XBLA)|30|Trivia/Party game|Single-player, multiplayer|
4906|2008|The Wizard of Oz: Beyond the Yellow Brick Road|0|0|0|0|0|Media.Vision|JP: D3 PublisherNA: Xseed Games||Nintendo DS|51|Role-playing|Single-player|
4907|2008|Wizard101|0|0|0|0|0|KingsIsle Entertainment|KingsIsle Entertainment|Gamebryo|Microsoft Windows|9|Massively multiplayer online role-playing game|Multiplayer|
4908|2008|Wolf of the Battlefield: Commando 3|0|0|0|0|0|Backbone Entertainment|Capcom||Xbox 360, PlayStation 3|34|Run and gun|Single-player, multiplayer|
4909|2008|Wolfenstein RPG|0|0|0|0|0|id SoftwareFountainhead Entertainment|EA Mobile||Java ME, BREW, iOS|30|First-person shooter, role-playing|Single-player|Wolfenstein
4910|2008|Wonder World Amusement Park|0|0|0|0|0||Majesco Entertainment||Wii, Nintendo DS|1|Party|Single-player, multiplayer|
4911|2008|The Wonderful End of the World|0|0|0|0|0||||Microsoft Windows|1|Action|Single-player|
4912|2008|World Golf Tour|0|0|0|0|0||World Golf Tour Media|JF Prata and Phil Gorrow||2008|Sports (Golf)|Online single-player and Online multiplayer|
